2005 STAD BEV0_17 140615
2006 STAD BEV0_17 139742
2007 STAD BEV0_17 138806
2008 STAD BEV0_17 138608
2009 STAD BEV0_17 139281
2010 STAD BEV0_17 141151
2011 STAD BEV0_17 143022
2012 STAD BEV0_17 144030
2013 STAD BEV0_17 145663
2014 STAD BEV0_17 147434
2015 STAD BEV0_17 148574
2016 STAD BEV0_17 148915
2017 STAD BEV0_17 148853
2018 STAD BEV0_17 148433
2005 STAD BEV0_17_P 18.9
2006 STAD BEV0_17_P 18.8
2007 STAD BEV0_17_P 18.7
2008 STAD BEV0_17_P 18.5
2009 STAD BEV0_17_P 18.4
2010 STAD BEV0_17_P 18.4
2011 STAD BEV0_17_P 18.3
2012 STAD BEV0_17_P 18.2
2013 STAD BEV0_17_P 18.2
2014 STAD BEV0_17_P 18.2
2015 STAD BEV0_17_P 18.1
2016 STAD BEV0_17_P 17.8
2017 STAD BEV0_17_P 17.6
2018 STAD BEV0_17_P 17.4
2005 STAD BEV0_18 148312
2006 STAD BEV0_18 147420
2007 STAD BEV0_18 146544
2008 STAD BEV0_18 146366
2009 STAD BEV0_18 147200
2010 STAD BEV0_18 149131
2011 STAD BEV0_18 151116
2012 STAD BEV0_18 151897
2013 STAD BEV0_18 153475
2014 STAD BEV0_18 155000
2015 STAD BEV0_18 156332
2016 STAD BEV0_18 156763
2017 STAD BEV0_18 156864
2018 STAD BEV0_18 156633
2005 STAD BEV0_18_P 20
2006 STAD BEV0_18_P 19.8
2007 STAD BEV0_18_P 19.7
2008 STAD BEV0_18_P 19.6
2009 STAD BEV0_18_P 19.5
2010 STAD BEV0_18_P 19.4
2011 STAD BEV0_18_P 19.4
2012 STAD BEV0_18_P 19.2
2013 STAD BEV0_18_P 19.2
2014 STAD BEV0_18_P 19.1
2015 STAD BEV0_18_P 19
2016 STAD BEV0_18_P 18.8
2017 STAD BEV0_18_P 18.6
2018 STAD BEV0_18_P 18.3
2005 STAD BEV0_3 38169
2006 STAD BEV0_3 37740
2007 STAD BEV0_3 37214
2008 STAD BEV0_3 36944
2009 STAD BEV0_3 37475
2010 STAD BEV0_3 38559
2011 STAD BEV0_3 39998
2012 STAD BEV0_3 40597
2013 STAD BEV0_3 40952
2014 STAD BEV0_3 40764
2015 STAD BEV0_3 39981
2016 STAD BEV0_3 39303
2017 STAD BEV0_3 38741
2018 STAD BEV0_3 38279
2005 STAD BEV0_3_P 5.1
2006 STAD BEV0_3_P 5.1
2007 STAD BEV0_3_P 5
2008 STAD BEV0_3_P 4.9
2009 STAD BEV0_3_P 5
2010 STAD BEV0_3_P 5
2011 STAD BEV0_3_P 5.1
2012 STAD BEV0_3_P 5.1
2013 STAD BEV0_3_P 5.1
2014 STAD BEV0_3_P 5
2015 STAD BEV0_3_P 4.9
2016 STAD BEV0_3_P 4.7
2017 STAD BEV0_3_P 4.6
2018 STAD BEV0_3_P 4.5
2005 STAD BEV0_4 46823
2006 STAD BEV0_4 46266
2007 STAD BEV0_4 45432
2008 STAD BEV0_4 45288
2009 STAD BEV0_4 45674
2010 STAD BEV0_4 46980
2011 STAD BEV0_4 48304
2012 STAD BEV0_4 49151
2013 STAD BEV0_4 49866
2014 STAD BEV0_4 49949
2015 STAD BEV0_4 49373
2016 STAD BEV0_4 48309
2017 STAD BEV0_4 47386
2018 STAD BEV0_4 46618
2005 STAD BEV100PLUS 67
2006 STAD BEV100PLUS 58
2007 STAD BEV100PLUS 56
2008 STAD BEV100PLUS 74
2009 STAD BEV100PLUS 61
2010 STAD BEV100PLUS 72
2011 STAD BEV100PLUS 77
2012 STAD BEV100PLUS 90
2013 STAD BEV100PLUS 93
2014 STAD BEV100PLUS 88
2015 STAD BEV100PLUS 89
2016 STAD BEV100PLUS 89
2017 STAD BEV100PLUS 88
2018 STAD BEV100PLUS 83
2005 STAD BEV10_14 35554
2006 STAD BEV10_14 34533
2007 STAD BEV10_14 34106
2008 STAD BEV10_14 33852
2009 STAD BEV10_14 34053
2010 STAD BEV10_14 34407
2011 STAD BEV10_14 35392
2012 STAD BEV10_14 36011
2013 STAD BEV10_14 36413
2014 STAD BEV10_14 36827
2015 STAD BEV10_14 37156
2016 STAD BEV10_14 37365
2017 STAD BEV10_14 37505
2018 STAD BEV10_14 37810
2005 STAD BEV12_17 42312
2006 STAD BEV12_17 41998
2007 STAD BEV12_17 41622
2008 STAD BEV12_17 41132
2009 STAD BEV12_17 40693
2010 STAD BEV12_17 40718
2011 STAD BEV12_17 40717
2012 STAD BEV12_17 40771
2013 STAD BEV12_17 41463
2014 STAD BEV12_17 42419
2015 STAD BEV12_17 43173
2016 STAD BEV12_17 43799
2017 STAD BEV12_17 44344
2018 STAD BEV12_17 44958
2005 STAD BEV13_17 35085
2006 STAD BEV13_17 35104
2007 STAD BEV13_17 34840
2008 STAD BEV13_17 34618
2009 STAD BEV13_17 33988
2010 STAD BEV13_17 33781
2011 STAD BEV13_17 33630
2012 STAD BEV13_17 33631
2013 STAD BEV13_17 34023
2014 STAD BEV13_17 34991
2015 STAD BEV13_17 35866
2016 STAD BEV13_17 36301
2017 STAD BEV13_17 36869
2018 STAD BEV13_17 37333
2005 STAD BEV15_19 37238
2006 STAD BEV15_19 37748
2007 STAD BEV15_19 37636
2008 STAD BEV15_19 37894
2009 STAD BEV15_19 37888
2010 STAD BEV15_19 38220
2011 STAD BEV15_19 37924
2012 STAD BEV15_19 37452
2013 STAD BEV15_19 37387
2014 STAD BEV15_19 37704
2015 STAD BEV15_19 38029
2016 STAD BEV15_19 38863
2017 STAD BEV15_19 39425
2018 STAD BEV15_19 40134
2005 STAD BEV15_26 113308
2006 STAD BEV15_26 115993
2007 STAD BEV15_26 118398
2008 STAD BEV15_26 121582
2009 STAD BEV15_26 124840
2010 STAD BEV15_26 127318
2011 STAD BEV15_26 131030
2012 STAD BEV15_26 133005
2013 STAD BEV15_26 134885
2014 STAD BEV15_26 137045
2015 STAD BEV15_26 139949
2016 STAD BEV15_26 143608
2017 STAD BEV15_26 146002
2018 STAD BEV15_26 147029
2005 STAD BEV17AUTO 49144
2006 STAD BEV17AUTO 49200
2007 STAD BEV17AUTO 49439
2008 STAD BEV17AUTO 49716
2009 STAD BEV17AUTO 50324
2010 STAD BEV17AUTO 51631
2011 STAD BEV17AUTO 53031
2012 STAD BEV17AUTO 54326
2013 STAD BEV17AUTO 55972
2014 STAD BEV17AUTO 57799
2015 STAD BEV17AUTO 58602
2016 STAD BEV17AUTO 58946
2017 STAD BEV17AUTO 59035
2018 STAD BEV17AUTO 58855
2005 STAD BEV17NW 78018
2006 STAD BEV17NW 77073
2007 STAD BEV17NW 75893
2008 STAD BEV17NW 75031
2009 STAD BEV17NW 74442
2010 STAD BEV17NW 74274
2011 STAD BEV17NW 73933
2012 STAD BEV17NW 73007
2013 STAD BEV17NW 72185
2014 STAD BEV17NW 71408
2015 STAD BEV17NW 70884
2016 STAD BEV17NW 69970
2017 STAD BEV17NW 69260
2018 STAD BEV17NW 68299
2005 STAD BEV17W 13453
2006 STAD BEV17W 13469
2007 STAD BEV17W 13474
2008 STAD BEV17W 13861
2009 STAD BEV17W 14515
2010 STAD BEV17W 15246
2011 STAD BEV17W 16058
2012 STAD BEV17W 16697
2013 STAD BEV17W 17506
2014 STAD BEV17W 18227
2015 STAD BEV17W 19088
2016 STAD BEV17W 19999
2017 STAD BEV17W 20558
2018 STAD BEV17W 21279
2005 STAD BEV18PLUS 602336
2006 STAD BEV18PLUS 603285
2007 STAD BEV18PLUS 604298
2008 STAD BEV18PLUS 608682
2009 STAD BEV18PLUS 617066
2010 STAD BEV18PLUS 626622
2011 STAD BEV18PLUS 637537
2012 STAD BEV18PLUS 646014
2013 STAD BEV18PLUS 653779
2014 STAD BEV18PLUS 663751
2015 STAD BEV18PLUS 673698
2016 STAD BEV18PLUS 685798
2017 STAD BEV18PLUS 696099
2018 STAD BEV18PLUS 705883
2005 STAD BEV18_22 45461
2006 STAD BEV18_22 47149
2007 STAD BEV18_22 48478
2008 STAD BEV18_22 49816
